Shooter,Goalie,Shooter_Year,Goalie_Year
Jamie Langenbrunner,Ron Hextall,1997,1997
Tony Amonte,Ken Wregget,1997,1997
Andreas Johansson,Chris Terreri,1997,1997
Sergei Krivokrasov,Ken Wregget,1997,1997
Jeff Shantz,Ken Wregget,1997,1997
Keith Tkachuk,Rick Tabaracci,1997,1997
Jonas Hoglund,Nikolai Khabibulin,1997,1997
Rick Tocchet,Rick Tabaracci,1997,1997
Dallas Drake,Rick Tabaracci,1997,1997
Dave Scatchard,Trevor Kidd,1997,1997
Jeff Brown,Arturs Irbe,1997,1997
Paul Ranheim,Arturs Irbe,1997,1997
Mark Messier,Trevor Kidd,1997,1997
Markus Naslund,Trevor Kidd,1997,1997
Sami Kapanen,Arturs Irbe,1997,1997
Stephen Leach,Arturs Irbe,1997,1997
Gary Roberts,Arturs Irbe,1997,1997
Todd Marchant,Mike Richter,1997,1997
Kevin Stevens,Curtis Joseph,1997,1997
Rem Murray,Mike Richter,1997,1997
Pat LaFontaine,Curtis Joseph,1997,1997
Rod Brind'Amour,Grant Fuhr,1997,1997
Dainius Zubrus,Grant Fuhr,1997,1997
Eric Lindros,Grant Fuhr,1997,1997
Eric Lindros,Grant Fuhr,1997,1997
Blair Atcheynum,Garth Snow,1997,1997
John LeClair,Grant Fuhr,1997,1997
Joe Nieuwendyk,Andy Moog,1997,1997
Valeri Bure,Roman Turek,1997,1997
Mark Recchi,Roman Turek,1997,1997
Darryl Sydor,Andy Moog,1997,1997
Shayne Corson,Roman Turek,1997,1997
Shayne Corson,Roman Turek,1997,1997
Greg Adams,Andy Moog,1997,1997
Brian Savage,Roman Turek,1997,1997
Todd Harvey,Andy Moog,1997,1997
Glen Murray,Mike Dunham,1997,1997
Glen Murray,Mike Dunham,1997,1997
Craig Johnson,Mike Dunham,1997,1997
Grant Ledyard,Olie Kolzig,1997,1997
Calle Johansson,Kirk McLean,1997,1997
Peter Bondra,Kirk McLean,1997,1997
Robert Kron,Chris Osgood,1997,1997
Kris Draper,Trevor Kidd,1997,1997
Sami Kapanen,Chris Osgood,1997,1997
Sami Kapanen,Chris Osgood,1997,1997
Joe Nieuwendyk,Ken Wregget,1997,1997
Jaromir Jagr,Ed Belfour,1997,1997
Joe Nieuwendyk,Ken Wregget,1997,1997
Jaromir Jagr,Ed Belfour,1997,1997
Pat Verbeek,Ken Wregget,1997,1997
Joe Nieuwendyk,Peter Skudra,1997,1997
Dave Gagner,Martin Brodeur,1997,1997
Randy Mckay,John Vanbiesbrouck,1997,1997
Scott Niedermayer,John Vanbiesbrouck,1997,1997
Scott Niedermayer,John Vanbiesbrouck,1997,1997
Bill Lindsay,Martin Brodeur,1997,1997
Craig Millar,Tommy Salo,1997,1997
Bryan Smolinski,Curtis Joseph,1997,1997
Craig Millar,Tommy Salo,1997,1997
Mats Lindgren,Tommy Salo,1997,1997
Dean McAmmond,Eric Fichaud,1997,1997
Ziggy Palffy,Curtis Joseph,1997,1997
Kenny Jonsson,Curtis Joseph,1997,1997
Travis Green,Curtis Joseph,1997,1997
Keith Tkachuk,Jocelyn Thibault,1997,1997
Vladimir Malakhov,Nikolai Khabibulin,1997,1997
Martin Rucinsky,Nikolai Khabibulin,1997,1997
Craig Janney,Jocelyn Thibault,1997,1997
Shayne Corson,Nikolai Khabibulin,1997,1997
Valeri Bure,Nikolai Khabibulin,1997,1997
Mathieu Schneider,Tyler Moss,1997,1997
Marty Mcinnis,Felix Potvin,1997,1997
Mats Sundin,Tyler Moss,1997,1997
Cory Stillman,Felix Potvin,1997,1997
Mats Sundin,Tyler Moss,1997,1997
Jarome Iginla,Felix Potvin,1997,1997
Wendel Clark,Tyler Moss,1997,1997
Mikael Renberg,Guy Hebert,1997,1997
Jeff Norton,Guy Hebert,1997,1997
Ted Drury,Daren Puppa,1997,1997
Ted Drury,Daren Puppa,1997,1997
Teemu Selanne,Daren Puppa,1997,1997
Tomas Sandstrom,Daren Puppa,1997,1997
Teemu Selanne,Daren Puppa,1997,1997
Pat LaFontaine,Patrick Roy,1997,1997
Eric Lacroix,Mike Richter,1997,1997
Niklas Sundstrom,Patrick Roy,1997,1997
Kevin Stevens,Patrick Roy,1997,1997
Jeff Odgers,Mike Richter,1997,1997
Ted Donato,Bill Ranford,1997,1997
Dmitri Khristich,Bill Ranford,1997,1997
Jeremy Roenick,Damian Rhodes,1997,1997
Alexandre Daigle,Nikolai Khabibulin,1997,1997
Philip Crowe,Nikolai Khabibulin,1997,1997
Shawn McEachern,Nikolai Khabibulin,1997,1997
Shaun Van Allen,Nikolai Khabibulin,1997,1997
Bill Lindsay,Dominik Hasek,1997,1997
Dixon Ward,Mark Fitzpatrick,1997,1997
Rob Niedermayer,Dominik Hasek,1997,1997
Brian Holzinger,Mark Fitzpatrick,1997,1997
David Nemirovsky,Dominik Hasek,1997,1997
Eric Daze,Grant Fuhr,1997,1997
Steve Duchesne,Chris Terreri,1997,1997
James Black,Grant Fuhr,1997,1997
Travis Green,Trevor Kidd,1997,1997
Paul Ranheim,Tommy Salo,1997,1997
Mariusz Czerkawski,Trevor Kidd,1997,1997
Kent Manderville,Tommy Salo,1997,1997
Claude Lapointe,Trevor Kidd,1997,1997
Petr Svoboda,Bob Essensa,1997,1997
Rod Brind'Amour,Bob Essensa,1997,1997
Greg De Vries,Garth Snow,1997,1997
Dainius Zubrus,Bob Essensa,1997,1997
John LeClair,Bob Essensa,1997,1997
Chris Gratton,Bob Essensa,1997,1997
John LeClair,Bob Essensa,1997,1997
Craig Millar,Garth Snow,1997,1997
Ian Laperriere,Corey Schwab,1997,1997
Mikael Renberg,Stephane Fiset,1997,1997
Glen Murray,Corey Schwab,1997,1997
Glen Murray,Corey Schwab,1997,1997
Sandy Moger,Corey Schwab,1997,1997
Brian Bradley,Stephane Fiset,1997,1997
Yanic Perreault,Corey Schwab,1997,1997
Aleksey Morozov,Chris Osgood,1997,1997
Brendan Shanahan,Peter Skudra,1997,1997
Benoit Hogue,Mike Richter,1997,1997
Jamie Langenbrunner,Mike Richter,1997,1997
Ryan Vandenbussche,Ed Belfour,1997,1997
Wayne Gretzky,Ed Belfour,1997,1997
Alex Hicks,Steve Shields,1997,1997
Neil Wilkinson,Steve Shields,1997,1997
Curtis Brown,Tom Barrasso,1997,1997
Alexei Zhitnik,Tom Barrasso,1997,1997
John Druce,Damian Rhodes,1997,1997
Alexandre Daigle,Garth Snow,1997,1997
John LeClair,Damian Rhodes,1997,1997
Chris Gratton,Damian Rhodes,1997,1997
Shjon Podein,Damian Rhodes,1997,1997
Philip Crowe,Garth Snow,1997,1997
Magnus Arvedson,Garth Snow,1997,1997
Saku Koivu,Mike Vernon,1997,1997
Patrice Brisebois,Mike Vernon,1997,1997
Viktor Kozlov,Jocelyn Thibault,1997,1997
Shayne Corson,Mike Vernon,1997,1997
Bill Houlder,Jocelyn Thibault,1997,1997
Todd Gill,Jocelyn Thibault,1997,1997
Martin Rucinsky,Mike Vernon,1997,1997
Cory Stillman,Guy Hebert,1997,1997
Teemu Selanne,Tyler Moss,1997,1997
Ruslan Salei,Tyler Moss,1997,1997
Scott Young,Tyler Moss,1997,1997
Jarome Iginla,Guy Hebert,1997,1997
Sandy McCarthy,Guy Hebert,1997,1997
Scott Young,Tyler Moss,1997,1997
Patrik Elias,Byron Dafoe,1997,1997
Calle Johansson,Curtis Joseph,1997,1997
Craig Millar,Olie Kolzig,1997,1997
Adam Oates,Curtis Joseph,1997,1997
Pascal Rheaume,Patrick Roy,1997,1997
Stephane Yelle,Jamie McLennan,1997,1997
Alexei Gusarov,Jamie McLennan,1997,1997
Rene Corbet,Jamie McLennan,1997,1997
Eric Lacroix,Jamie McLennan,1997,1997
Tony Amonte,Eric Fichaud,1997,1997
Keith Carney,Eric Fichaud,1997,1997
Sergei Krivokrasov,Eric Fichaud,1997,1997
Ziggy Palffy,Chris Terreri,1997,1997
Ziggy Palffy,Chris Terreri,1997,1997
Gerald Diduck,Glenn Healy,1997,1997
Keith Tkachuk,Glenn Healy,1997,1997
Jeff Friesen,Daren Puppa,1997,1997
Murray Craven,Daren Puppa,1997,1997
Jason Wiemer,Kelly Hrudey,1997,1997
Scott Young,Kirk McLean,1997,1997
Ruslan Salei,Kirk McLean,1997,1997
Brian Noonan,Mikhail Shtalenkov,1997,1997
Teemu Selanne,Kirk McLean,1997,1997
Mike Sillinger,Mikhail Shtalenkov,1997,1997
Vincent Damphousse,Stephane Fiset,1997,1997
Vincent Damphousse,Stephane Fiset,1997,1997
Vincent Damphousse,Stephane Fiset,1997,1997
Jozef Stumpel,Andy Moog,1997,1997
Martin Rucinsky,Stephane Fiset,1997,1997
Jeff O'Neill,Ron Tugnutt,1997,1997
Igor Kravchuk,Trevor Kidd,1997,1997
Curtis Leschyshyn,Ron Tugnutt,1997,1997
Keith Primeau,Ron Tugnutt,1997,1997
Craig Berube,John Vanbiesbrouck,1997,1997
Ray Whitney,Bill Ranford,1997,1997
Peter Bondra,John Vanbiesbrouck,1997,1997
Robert Svehla,Bill Ranford,1997,1997
Rob Niedermayer,Bill Ranford,1997,1997
Ryan Smyth,Dominik Hasek,1997,1997
Mike Grier,Dominik Hasek,1997,1997
Boris Mironov,Dominik Hasek,1997,1997
Jason Dawe,Curtis Joseph,1997,1997
Jason Dawe,Curtis Joseph,1997,1997
Jason Dawe,Curtis Joseph,1997,1997
Derek Plante,Curtis Joseph,1997,1997
Dan Mcgillis,Steve Shields,1997,1997
Jamie Pushor,Rick Tabaracci,1997,1997
Doug Brown,Rick Tabaracci,1997,1997
Brendan Shanahan,Rick Tabaracci,1997,1997
Cale Hulse,Chris Osgood,1997,1997
Theo Fleury,Chris Osgood,1997,1997
Cale Hulse,Chris Osgood,1997,1997
Brendan Shanahan,Rick Tabaracci,1997,1997
Igor Larionov,Rick Tabaracci,1997,1997
Kris Draper,Rick Tabaracci,1997,1997
Teemu Selanne,Mike Vernon,1997,1997
Bernie Nicholls,Guy Hebert,1997,1997
Teemu Selanne,Mike Vernon,1997,1997
Teemu Selanne,Mike Vernon,1997,1997
Shean Donovan,Guy Hebert,1997,1997
Jason Marshall,Mike Vernon,1997,1997
Jeff Friesen,Guy Hebert,1997,1997
Rich Brennan,Guy Hebert,1997,1997
Jeff Friesen,Guy Hebert,1997,1997
Kenny Jonsson,Martin Brodeur,1997,1997
Valeri Zelepukin,Tommy Salo,1997,1997
Patrik Elias,Tommy Salo,1997,1997
Al MacInnis,Ed Belfour,1997,1997
Brett Hull,Ed Belfour,1997,1997
Dave Reid,Jamie McLennan,1997,1997
Scott Pellerin,Ed Belfour,1997,1997
Pavol Demitra,Ed Belfour,1997,1997
Pavol Demitra,Roman Turek,1997,1997
Kelly Chase,Roman Turek,1997,1997
Geoff Courtnall,Roman Turek,1997,1997
Gary Suter,Dwayne Roloson,1997,1997
Andrew Cassels,Jeff Hackett,1997,1997
Paul Coffey,Damian Rhodes,1997,1997
Rene Corbet,Chris Osgood,1997,1997
Eric Messier,Chris Osgood,1997,1997
Jason Smith,Chris Terreri,1997,1997
Bob Probert,Felix Potvin,1997,1997
Greg Johnson,Felix Potvin,1997,1997
Freddy Modin,Chris Terreri,1997,1997
Igor Korolev,Chris Terreri,1997,1997
Igor Korolev,Chris Terreri,1997,1997
Roman Hamrlik,Nikolai Khabibulin,1997,1997
Jim Johnson,Daren Puppa,1997,1997
Daymond Langkow,Nikolai Khabibulin,1997,1997
Keith Tkachuk,Daren Puppa,1997,1997
Brad Isbister,Daren Puppa,1997,1997
Keith Tkachuk,Daren Puppa,1997,1997
Yanic Perreault,Kirk McLean,1997,1997
Brian Noonan,Stephane Fiset,1997,1997
Mattias Norstrom,Kirk McLean,1997,1997
Luc Robitaille,Kirk McLean,1997,1997
Mark Messier,Stephane Fiset,1997,1997
Craig Johnson,Kirk McLean,1997,1997
Yanic Perreault,Kirk McLean,1997,1997
Vladimir Tsyplakov,Kirk McLean,1997,1997
Yanic Perreault,Arturs Irbe,1997,1997
Luc Robitaille,Arturs Irbe,1997,1997
Petr Sykora,Mike Richter,1997,1997
Brian Rolston,Mike Richter,1997,1997
Niklas Sundstrom,Martin Brodeur,1997,1997
Bobby Holik,Mike Richter,1997,1997
Niklas Sundstrom,Martin Brodeur,1997,1997
Ray Whitney,Eric Fichaud,1997,1997
Bill Lindsay,Eric Fichaud,1997,1997
Travis Green,John Vanbiesbrouck,1997,1997
Robert Reichel,John Vanbiesbrouck,1997,1997
Peter Bondra,Tom Barrasso,1997,1997
Ken Klee,Tom Barrasso,1997,1997
Adam Oates,Tom Barrasso,1997,1997
Phil Housley,Tom Barrasso,1997,1997
Jiri Slegr,Olie Kolzig,1997,1997
Dave Ellett,Ed Belfour,1997,1997
Joe Nieuwendyk,Jim Carey,1997,1997
Jere Lehtinen,Jim Carey,1997,1997
Pat Verbeek,Jim Carey,1997,1997
Ray Bourque,Ed Belfour,1997,1997
Ted Donato,Ed Belfour,1997,1997
Doug Weight,Sean Burke,1997,1997
Gary Roberts,Curtis Joseph,1997,1997
Geoff Sanderson,Curtis Joseph,1997,1997
Sami Kapanen,Curtis Joseph,1997,1997
Rem Murray,Sean Burke,1997,1997
Sami Kapanen,Curtis Joseph,1997,1997
Sami Kapanen,Curtis Joseph,1997,1997
Robert Kron,Curtis Joseph,1997,1997
Mike Grier,Sean Burke,1997,1997
Ryan Smyth,Sean Burke,1997,1997
Saku Koivu,Guy Hebert,1997,1997
Kevin Todd,Jocelyn Thibault,1997,1997
Joe Sacco,Jocelyn Thibault,1997,1997
Martin Rucinsky,Guy Hebert,1997,1997
Ruslan Salei,Jocelyn Thibault,1997,1997
Vladimir Malakhov,Guy Hebert,1997,1997
Valeri Bure,Guy Hebert,1997,1997
Pavel Bure,Mike Vernon,1997,1997
Steve Staios,Mike Vernon,1997,1997
Trevor Linden,Mike Vernon,1997,1997
Jyrki Lumme,Mike Vernon,1997,1997
Jarrod Skalde,Arturs Irbe,1997,1997
Mike Sillinger,Mike Vernon,1997,1997
Shean Donovan,Arturs Irbe,1997,1997
Joe Sakic,Ron Hextall,1997,1997
Uwe Krupp,Ron Hextall,1997,1997
Shjon Podein,Patrick Roy,1997,1997
Steve Yzerman,Damian Rhodes,1997,1997
Darren McCarty,Damian Rhodes,1997,1997
Igor Kravchuk,Kevin Hodson,1997,1997
Martin Lapointe,Damian Rhodes,1997,1997
Andreas Dackell,Kevin Hodson,1997,1997
Brad May,Olie Kolzig,1997,1997
Richard Zednik,Steve Shields,1997,1997
Kelly Miller,Steve Shields,1997,1997
Derek Plante,Olie Kolzig,1997,1997
Peter Bondra,Steve Shields,1997,1997
Peter Popovic,Nikolai Khabibulin,1997,1997
Brian Savage,Nikolai Khabibulin,1997,1997
Rick Tocchet,Jocelyn Thibault,1997,1997
Brian Savage,Nikolai Khabibulin,1997,1997
Benoit Brunet,Nikolai Khabibulin,1997,1997
Rick Tocchet,Jocelyn Thibault,1997,1997
Marc Bureau,Nikolai Khabibulin,1997,1997
Igor Korolev,Jeff Hackett,1997,1997
Mats Sundin,Jeff Hackett,1997,1997
Jeff Shantz,Felix Potvin,1997,1997
Hal Gill,Grant Fuhr,1997,1997
Ted Donato,Grant Fuhr,1997,1997
Blair Atcheynum,Byron Dafoe,1997,1997
Darren Turcotte,Byron Dafoe,1997,1997
Brett Hull,Byron Dafoe,1997,1997
Geoff Courtnall,Byron Dafoe,1997,1997
Donald MacLean,Kelly Hrudey,1997,1997
Yanic Perreault,Kelly Hrudey,1997,1997
Garry Galley,Kelly Hrudey,1997,1997
Bill Houlder,Stephane Fiset,1997,1997
Luc Robitaille,Kelly Hrudey,1997,1997
Todd Gill,Stephane Fiset,1997,1997
Jarrod Skalde,Stephane Fiset,1997,1997
Steve McKenna,Kelly Hrudey,1997,1997
Yanic Perreault,Kelly Hrudey,1997,1997
Steve Chiasson,Dwayne Roloson,1997,1997
Keith Primeau,Dwayne Roloson,1997,1997
Michael Nylander,Sean Burke,1997,1997
Jim Dowd,Sean Burke,1997,1997
Keith Primeau,Dwayne Roloson,1997,1997
Tom Chorske,Corey Schwab,1997,1997
Tom Chorske,Corey Schwab,1997,1997
Travis Green,Corey Schwab,1997,1997
Alexander Selivanov,Tommy Salo,1997,1997
Robert Reichel,Corey Schwab,1997,1997
Bobby Holik,Patrick Roy,1997,1997
Stephane Yelle,Martin Brodeur,1997,1997
Randy Mckay,Patrick Roy,1997,1997
Bobby Holik,Patrick Roy,1997,1997
Petr Sykora,Patrick Roy,1997,1997
Andreas Johansson,Mike Richter,1997,1997
Mike Keane,Tom Barrasso,1997,1997
Alex Kovalev,Tom Barrasso,1997,1997
Ray Whitney,Garth Snow,1997,1997
John LeClair,John Vanbiesbrouck,1997,1997
Eric Desjardins,John Vanbiesbrouck,1997,1997
Dave Gagner,Garth Snow,1997,1997
John LeClair,John Vanbiesbrouck,1997,1997
Shjon Podein,John Vanbiesbrouck,1997,1997
Trent Klatt,John Vanbiesbrouck,1997,1997
Jason York,Byron Dafoe,1997,1997
Dmitri Khristich,Ron Tugnutt,1997,1997
Igor Kravchuk,Byron Dafoe,1997,1997
Sean Hill,Byron Dafoe,1997,1997
Sergei Samsonov,Ron Tugnutt,1997,1997
Rob DiMaio,Ron Tugnutt,1997,1997
Michael Peca,Martin Brodeur,1997,1997
Dave Andreychuk,Dominik Hasek,1997,1997
Doug Gilmour,Dominik Hasek,1997,1997
Bobby Holik,Dominik Hasek,1997,1997
Michal Grosek,Martin Brodeur,1997,1997
Teemu Selanne,Kirk McLean,1997,1997
Alexander Mogilny,Mikhail Shtalenkov,1997,1997
Jyrki Lumme,Mikhail Shtalenkov,1997,1997
Teemu Selanne,Kirk McLean,1997,1997
Ted Drury,Kirk McLean,1997,1997
Brian Noonan,Mikhail Shtalenkov,1997,1997
Ray Whitney,Eric Fichaud,1997,1997
Adam Oates,Jocelyn Thibault,1997,1997
Peter Bondra,Jocelyn Thibault,1997,1997
Marc Bureau,Olie Kolzig,1997,1997
Peter Bondra,Jocelyn Thibault,1997,1997
Vincent Damphousse,Olie Kolzig,1997,1997
Doug Weight,Rick Tabaracci,1997,1997
German Titov,Curtis Joseph,1997,1997
Cale Hulse,Curtis Joseph,1997,1997
Boris Mironov,Rick Tabaracci,1997,1997
Stu Barnes,Felix Potvin,1997,1997
Ron Francis,Felix Potvin,1997,1997
Aleksey Morozov,Felix Potvin,1997,1997
Peter Ferraro,Felix Potvin,1997,1997
Martin Straka,Glenn Healy,1997,1997
Jim Campbell,Chris Osgood,1997,1997
Geoff Courtnall,Chris Osgood,1997,1997
Brett Hull,Chris Osgood,1997,1997
Brendan Shanahan,Grant Fuhr,1997,1997
Al MacInnis,Chris Osgood,1997,1997
Joey Kocur,Grant Fuhr,1997,1997
Brett Hull,Chris Osgood,1997,1997
Dallas Drake,Kelly Hrudey,1997,1997
Craig Janney,Kelly Hrudey,1997,1997
Keith Tkachuk,Kelly Hrudey,1997,1997
Andrei Nazarov,Jimmy Waite,1997,1997
Marco Sturm,Jimmy Waite,1997,1997
Jeff Odgers,Mike Richter,1997,1997
Tim Sweeney,Patrick Roy,1997,1997
Alex Kovalev,Patrick Roy,1997,1997
Pat LaFontaine,Patrick Roy,1997,1997
Tim Sweeney,Patrick Roy,1997,1997
Pat Verbeek,Stephane Fiset,1997,1997
Jamie Langenbrunner,Stephane Fiset,1997,1997
Garry Galley,Ed Belfour,1997,1997
Benoit Hogue,Stephane Fiset,1997,1997
Mike Modano,Stephane Fiset,1997,1997
Joe Nieuwendyk,Stephane Fiset,1997,1997
Dave Scatchard,Sean Burke,1997,1997
Stephen Leach,Kirk McLean,1997,1997
Dana Murzyn,Sean Burke,1997,1997
Alexander Mogilny,Sean Burke,1997,1997
Alexander Mogilny,Sean Burke,1997,1997
Sergei Zubov,Mikhail Shtalenkov,1997,1997
Joe Nieuwendyk,Mikhail Shtalenkov,1997,1997
Jere Lehtinen,Mikhail Shtalenkov,1997,1997
Grant Marshall,Mikhail Shtalenkov,1997,1997
Alexander Selivanov,Ron Hextall,1997,1997
Alexander Selivanov,Ron Hextall,1997,1997
Trent Klatt,Daren Puppa,1997,1997
Rod Brind'Amour,Daren Puppa,1997,1997
Rod Brind'Amour,Daren Puppa,1997,1997
James Black,Kevin Hodson,1997,1997
Brendan Shanahan,Jeff Hackett,1997,1997
Jean-Yves Leroux,Kevin Hodson,1997,1997
Greg Johnson,Kevin Hodson,1997,1997
Nicklas Lidstrom,Jeff Hackett,1997,1997
Nicklas Lidstrom,Jeff Hackett,1997,1997
Jason Allison,Ron Tugnutt,1997,1997
Dmitri Khristich,Ron Tugnutt,1997,1997
Alexei Yashin,Byron Dafoe,1997,1997
Rob DiMaio,Ron Tugnutt,1997,1997
Ted Donato,Damian Rhodes,1997,1997
Alexei Yashin,Byron Dafoe,1997,1997
Geoff Courtnall,Felix Potvin,1997,1997
Mike Johnson,Grant Fuhr,1997,1997
Jim Campbell,Felix Potvin,1997,1997
Steve Sullivan,Grant Fuhr,1997,1997
Al MacInnis,Felix Potvin,1997,1997
Denis Pederson,Rick Tabaracci,1997,1997
Doug Gilmour,Rick Tabaracci,1997,1997
Andrew Cassels,Martin Brodeur,1997,1997
Mark Recchi,Corey Schwab,1997,1997
Martin Rucinsky,Corey Schwab,1997,1997
Jeff Toms,Jocelyn Thibault,1997,1997
Shayne Corson,Corey Schwab,1997,1997
Boris Mironov,Nikolai Khabibulin,1997,1997
Jayson More,Curtis Joseph,1997,1997
Ryan Smyth,Nikolai Khabibulin,1997,1997
Cliff Ronning,Curtis Joseph,1997,1997
Boris Mironov,Nikolai Khabibulin,1997,1997
Keith Tkachuk,Curtis Joseph,1997,1997
Teppo Numminen,Curtis Joseph,1997,1997
Shane Doan,Curtis Joseph,1997,1997
Jan Bulis,Craig Billington,1997,1997
Claude Lemieux,Bill Ranford,1997,1997
Claude Lemieux,Bill Ranford,1997,1997
Dale Hunter,Craig Billington,1997,1997
Claude Lemieux,Bill Ranford,1997,1997
Mark Tinordi,Craig Billington,1997,1997
Stephane Yelle,Bill Ranford,1997,1997
Chris Simon,Patrick Roy,1997,1997
Peter Bondra,Patrick Roy,1997,1997
Valeri Kamensky,Bill Ranford,1997,1997
Peter Forsberg,Bill Ranford,1997,1997
Peter Bondra,Craig Billington,1997,1997
Johan Lindbom,Mark Fitzpatrick,1997,1997
Robert Svehla,Mike Richter,1997,1997
Pat LaFontaine,Mark Fitzpatrick,1997,1997
Niklas Sundstrom,Mark Fitzpatrick,1997,1997
Brian Savage,Sean Burke,1997,1997
Nelson Emerson,Jocelyn Thibault,1997,1997
Jeff O'Neill,Jocelyn Thibault,1997,1997
Jason Wiemer,Jason Muzzatti,1997,1997
Mikael Renberg,Jason Muzzatti,1997,1997
Adam Graves,Daren Puppa,1997,1997
Patrick Poulin,Jason Muzzatti,1997,1997
Rob Zamuner,Jason Muzzatti,1997,1997
Rob Zamuner,Jason Muzzatti,1997,1997
Mike Keane,Daren Puppa,1997,1997
Mike Keane,Daren Puppa,1997,1997
Patrick Marleau,Guy Hebert,1997,1997
Jeff Friesen,Guy Hebert,1997,1997
Jeff Friesen,Guy Hebert,1997,1997
Steve Rucchin,Mike Vernon,1997,1997
Patrick Marleau,Guy Hebert,1997,1997
Kevin Todd,Mike Vernon,1997,1997
Mike Johnson,Garth Snow,1997,1997
Sergei Berezin,Garth Snow,1997,1997
Mats Sundin,Garth Snow,1997,1997
Chris Gratton,Glenn Healy,1997,1997
Jason Allison,Tom Barrasso,1997,1997
Aleksey Morozov,Jim Carey,1997,1997
Eddie Olczyk,Jim Carey,1997,1997
Don Sweeney,Tom Barrasso,1997,1997
Neil Wilkinson,Jim Carey,1997,1997
Ray Bourque,Tom Barrasso,1997,1997
Darryl Sydor,Curtis Joseph,1997,1997
Jere Lehtinen,Curtis Joseph,1997,1997
Craig Muni,Curtis Joseph,1997,1997
Dan Mcgillis,Ed Belfour,1997,1997
Ryan Smyth,Ed Belfour,1997,1997
Alexei Zhamnov,Guy Hebert,1997,1997
Chris Chelios,Guy Hebert,1997,1997
Gary Suter,Guy Hebert,1997,1997
James Black,Guy Hebert,1997,1997
Alexei Zhitnik,Byron Dafoe,1997,1997
Wayne Primeau,Byron Dafoe,1997,1997
Miroslav Satan,Byron Dafoe,1997,1997
Donald Audette,Jim Carey,1997,1997
Miroslav Satan,Jim Carey,1997,1997
Tuomas Gronman,Damian Rhodes,1997,1997
Chris Ferraro,Damian Rhodes,1997,1997
Nicklas Lidstrom,Tommy Salo,1997,1997
Paul Kruse,Chris Osgood,1997,1997
Ziggy Palffy,Chris Osgood,1997,1997
Anders Eriksson,Tommy Salo,1997,1997
Tom Chorske,Chris Osgood,1997,1997
Ziggy Palffy,Martin Brodeur,1997,1997
Bobby Holik,Eric Fichaud,1997,1997
Doug Gilmour,Eric Fichaud,1997,1997
Petr Sykora,Eric Fichaud,1997,1997
Bobby Holik,Eric Fichaud,1997,1997
Denis Pederson,Eric Fichaud,1997,1997
Doug Bodger,Ron Hextall,1997,1997
Dave Lowry,Ron Hextall,1997,1997
Doug Bodger,Ron Hextall,1997,1997
Alex Kovalev,Sean Burke,1997,1997
Steven Rice,Mike Richter,1997,1997
Wayne Gretzky,Sean Burke,1997,1997
Pat LaFontaine,Sean Burke,1997,1997
Robert Kron,Mike Richter,1997,1997
Steven Rice,Mike Richter,1997,1997
Alex Kovalev,Sean Burke,1997,1997
Todd Marchant,Grant Fuhr,1997,1997
Dan Mcgillis,Grant Fuhr,1997,1997
Glen Murray,Jeff Hackett,1997,1997
Jeff Shantz,Stephane Fiset,1997,1997
Vladimir Tsyplakov,Jeff Hackett,1997,1997
Ian Laperriere,Jeff Hackett,1997,1997
Tony Amonte,Stephane Fiset,1997,1997
Rob Blake,Jeff Hackett,1997,1997
Sergei Krivokrasov,Stephane Fiset,1997,1997
Jim Dowd,John Vanbiesbrouck,1997,1997
Tommy Albelin,John Vanbiesbrouck,1997,1997
Dave Gagner,Rick Tabaracci,1997,1997
Brad Isbister,Kirk McLean,1997,1997
Alexander Mogilny,Nikolai Khabibulin,1997,1997
Lonny Bohonos,Nikolai Khabibulin,1997,1997
Dana Murzyn,Nikolai Khabibulin,1997,1997
Mike Sillinger,Nikolai Khabibulin,1997,1997
Dallas Drake,Kirk McLean,1997,1997
Freddy Modin,Craig Billington,1997,1997
Peter Forsberg,Glenn Healy,1997,1997
Claude Lemieux,Glenn Healy,1997,1997
Nicklas Lidstrom,Ed Belfour,1997,1997
Steve Yzerman,Ed Belfour,1997,1997
Brent Gilchrist,Ed Belfour,1997,1997
Kris Draper,Manny Fernandez,1997,1997
Benoit Hogue,Chris Osgood,1997,1997
Joe Nieuwendyk,Chris Osgood,1997,1997
Pat LaFontaine,Tom Barrasso,1997,1997
Brad Werenka,Mike Richter,1997,1997
Alex Hicks,Mike Richter,1997,1997
Stu Barnes,Mike Richter,1997,1997
Adam Graves,Tom Barrasso,1997,1997
Tim Sweeney,Tom Barrasso,1997,1997
Jaromir Jagr,Mike Richter,1997,1997
Mike Watt,Damian Rhodes,1997,1997
Jamie Langenbrunner,Byron Dafoe,1997,1997
Pat Verbeek,Byron Dafoe,1997,1997
Jason Dawe,Tommy Salo,1997,1997
Robert Reichel,Dominik Hasek,1997,1997
Jason Dawe,Tommy Salo,1997,1997
Donald Audette,Tommy Salo,1997,1997
Michael Peca,Tommy Salo,1997,1997
Donald Audette,Tommy Salo,1997,1997
Randy Burridge,Tommy Salo,1997,1997
Murray Craven,Olie Kolzig,1997,1997
Mike Ricci,Olie Kolzig,1997,1997
Chris Simon,Kelly Hrudey,1997,1997
Jeff Friesen,Olie Kolzig,1997,1997
Alexander Korolyuk,Olie Kolzig,1997,1997
Calle Johansson,Kelly Hrudey,1997,1997
Stephane Matteau,Olie Kolzig,1997,1997
